"level";"id";"parent_id";"object_id";"object_type";"query_status";"query_time";"query_type";"name";"message";"id";"about";"website";"talking_about_count"
"1";"64";"1";"208947112492576_3403614876359101";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"【科技大道通 現正接受報名】   你嘅創新方案可以預測並協助改善交通情況？唔好猶豫，立即參加「#科技大道通」一齊規劃科學園未來嘅交通！   勝出方案除咗有機會成為我哋嘅概念驗證項目，喺作為生活實驗室嘅科學園一齊為香港測試最新 #智慧城市 方案，更會獲得ArcGIS和Ersi Partner Network一年免費訂閱！  報名即可參與培訓及研討會、免費下載數據集及比賽所需之軟件。  詳情及註冊：https://www.air-stp.org 提交建議書截止日期：2020年12月14日   #data #SmartMobility #simulation #GIS #Transportation #數據 #智慧出行 #模擬測試 #地理信息系統 #交通運輸";"208947112492576_3403614876359101";"";"";""
"1";"65";"1";"208947112492576_3403601716360417";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"為2021做好準備 了解轉型、技術及新經濟發展的未來大趨勢  生產力局主辦的「智瞻2021 」網上活動， 從11月23日到27日一連五日雲集各界領袖和專家，與各界剖析同討論2021年在轉型、技術及新經濟發展的未來大趨勢，並在數碼商貿、可持續性與綠色科技、未來領袖才能、5G與物聯網及再工業化範疇作深入探討。  香港科學園很高興成為「智瞻2021 」的支持機構，我們的主席 查毅超博士將會在第一天的揭幕論壇分享中小企如何以技術轉型，迎接新經濟；而我們的行政總裁 黃克強先生亦會參與第四天的「未來人才戰略論壇之培養面向未來的勞動力 – CEO分享篇 」。   要預視來年發展路向，全方位展望香港本地、大灣區及東盟市場，掌握營商先機，就請萬勿錯過！  「智瞻2021 」 日期：2020年11月23日至27日 活動日程及報名詳情： https://foresight2021.hkpc.org/  #智瞻2021  #Foresight2021 #HKPC #香港生產力局 #HKSTP #香港科技園";"208947112492576_3403601716360417";"";"";""
"1";"66";"1";"208947112492576_3401444603242795";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"究竟香港有甚麼特質，如此吸引創科先鋒？據我們的創新者說，良好的集資環境、頂尖的研發人才以及作為全球市場的關鍵橋梁等優勢，都是香港成功成為創科基地的關鍵。  閱讀全文（只提供英文版）：https://sc.mp/u6m4  瀏覽更多HK10X故事： https://stp.hk/3lQeEsc  #創科精神 #HK10X創科先鋒 #HK10X #香港科技園  —   Why is Hong Kong such an attractive hub for tech pioneers? The city’s innovators say three things are the key to its success — abundant funding, strong research capabilities and easy connectivity to global markets. Read more here: https://sc.mp/u6m4  Check out more HK10X stories: https://stp.hk/3kEmPXs  #PioneeringSpirit #HK10XPioneers #HK10X #HKSTP";"208947112492576_3401444603242795";"";"";""
"1";"67";"1";"208947112492576_3401044919949430";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"成就科研在於聚沙成塔  生於上海、在香港長大的徐立之教授一步一步孜孜不倦地進行研究, 最終破解了囊性纖維化的基因組，改變了整個遺傳學的面貌。  了解這位HK10X 創科先鋒如何從經年累月一點一滴的成果，積累成劃時代的重大突破：https://stp.hk/3no36wW  細看HK10X專題故事，探討大灣區生物科技熱潮如何成就生態圈掌握解決全球健康挑戰的關鍵，激發癌症治療、基因學，人口老化問題的突破。 https://stp.hk/3kCmp3P  #創科精神 #HK10X創科先鋒 #HK10X #生物科技 #大灣區 #香港科技園  —  Small steps for one scientist, giant strides for science and humankind: Professor Tsui Lap Chee, renowned Shanghai-born, Hong Kong-raised professor cracked the genomic code to cystic fibrosis and showed truly world-changing moments are possible.   Read how this HK10X pioneer went from making marginal gains to changing the face of genetics: https://stp.hk/3kGpjo2  Discover more in our HK10X feature story the GBA’s biotech boom that fuels our ecosystem in the search for answers to global health challenges, from cancer treatments and genetic breakthroughs to ageing population solutions: https://stp.hk/36Hu8bJ  #PioneeringSpirit #HK10XPioneers #HK10X #Biotech #GBA #HKSTP";"208947112492576_3401044919949430";"";"";""
"1";"68";"1";"208947112492576_3399348606785728";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"承先啟後 推陳出新 — 香港青年工業家獎2020  京信通信集團執行董事兼高級副總裁霍欣茹女士榮獲2020年香港青年工業家獎，表揚其傑出成就，展現具前瞻性的視野。  總部位於香港科學園的京信通信具備多元化的無線通信產品組合及強大的創新研發團隊，持續在國際獲得佳績。  霍女士由香港科技園首席商務總監徐建博士提名，得獎後除讚揚京信通信團隊，亦將獎項歸功於業務合作夥伴及客戶—感謝大家共同推動創新，為社會帶來先進通訊科技。  園區另一公司聯康生物科技集團主席梁國龍先生亦喜獲由香港工業總會頒發的同一獎項，肯定其卓越成就。  願兩位得獎者的精神能啟發更多年輕人投身工業，延續創新精神。  #香港科技園 #香港工業總會 #香港青年工業家獎2020 #京信通信 #聯康生物科技 #領袖";"208947112492576_3399348606785728";"";"";""
"1";"69";"1";"208947112492576_3390505934336662";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"EPiC 2020 在高漲氣氛下圓滿結束                     今年的電梯募投比賽(EPiC)，經過一連五日的精彩延伸活動，在今日舉行過「投資 x 企業創新論壇」後， 宣告圓滿結束。論壇上，演講嘉賓就不同議題分享精闢見解，既有地產發展商與初創企業一同探討地產科技的潛力，亦有專家拆解大灣區作為科研及商品化基地的優勢，更有身在其他亞洲地區的嘉賓跨區在網絡「站台」，剖析最吸引投資者注目的亞洲區初創模式。  論壇對Z世代立志創業的年青人發出鼓勵的訊息：堅持對初創及肩負社會責任的初心，並保持頭腦冷靜，定有助將心中一團創科熱誠轉化為對社會有意義的事業。  EPiC 2020閉幕，希望大家收穫豐富。期待來年以更多更精采的內容，與大家一起再接再厲，讓創新永不停步。  #電梯募投 #60秒 #投資 #投資企業創新論壇 #論壇 #企業創新 #初創 #EPiC #ElevatorPitch2020";"208947112492576_3390505934336662";"";"";""
"1";"70";"1";"208947112492576_403574884340803";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"敬請準時登入本週五下午3點(HKT) 的「投資 x 企業創新論壇」現場直播，獲取業界和專家的提示，挖掘各種創科機會，一同探索亞洲的投資環境!   立即登記：https://stp.hk/3dXugqY 了解詳情：https://stp.hk/32qimkO  #電梯募投 #60秒 #投資 #投資企業創新論壇 #論壇 #企業創新 #初創 #EPiC #ElevatorPitch2020";"208947112492576_403574884340803";"";"";""
"1";"71";"1";"208947112492576_3389939014393354";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"「10X」意指十倍，「HK10X」又代表什麼呢?  「HK10X」代表創科先鋒獨有的開拓精神及正向思維、展現出平凡中的不平凡。憑藉HK10X 創科精神，香港科學園能在瞬息萬變的世界中，為你帶來非凡的增長，扭轉不可能  – 此時此刻，盡在香港。  激發你的創科精神： www.hk10x.com  #HK10X解說 #激發創科精神 #HK10X創科先鋒 #HK10X #HKSTP #香港科學園  —  If 10X stands for “10 times”, then what is HK10X?   HK10X represents the unique pioneering spirit and scale-up mentality that true pioneers embody. It distinguishes those who are and who can see the extraordinary from the ordinary. The world is dynamically evolving and HK10X can deliver the growth and innovation it requires – right here, right now in Hong Kong with HKSTP.  Ignite your pioneering spirit: www.hk10x.com  #HK10XExplained #PioneeringSpirit #HK10XPioneers #HK10X #HKSTP";"208947112492576_3389939014393354";"";"";""
"1";"72";"1";"208947112492576_3388274801226442";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"#創新 是社會及經濟可持續發展的關鍵驅動力之一。#科學園 園區公司 ASTRI 香港應用科技研究院在過去20年已獲得逾850項創新技術專利，昨日邀請一眾重量級嘉賓及業界領袖為其20週年網上論壇揭開序幕。另一間園區公園、專注於開發醫療設備的倍靈科技亦參與論壇之專題討論，探討 #醫療科技 對我們將來帶來的影響。";"208947112492576_3388274801226442";"";"";""
"1";"73";"1";"208947112492576_3387926234594632";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"掌握創科前景 發展個人事業  有意在香港投身創科行業？想了解頂級科企的人才需要？  香港科技園創科學院（HKSTP InnoAcademy）及明日創科領袖培訓計劃學員（Technology Leaders of Tomorrow，TLT）特別邀請業界龍頭公司華為、IBM、Intact Financial及商湯科技的管理團隊作職涯分享；同場亦有首屆TLT暢談對香港創科未來的抱負。  快人一步，早作準備！ 立刻登記參加「在香港開展創科事業」網上研討會：https://stp.hk/3kheCIw  日期：11月18日（星期三） 時間：3-4pm 語言：英文 形式：Zoom直播  #香港科學園 #香港科技園創科學院 #明日創科領袖培訓計劃 #創科事業 #人才培訓 #華為 #IBM #IntactFinancial #商湯科技";"208947112492576_3387926234594632";"";"";""
"1";"74";"1";"208947112492576_3387113921342530";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"視挑戰為機遇，以行動改變世界 - 你擁有這些創科先鋒的特質嗎？  細味創科界成功故事，用心領會屬於他們的HK10X正向能量 - 一股充滿創新精神和鬥志，可以將創新效應無限放大的能量。激發你的創科精神，成為下一位創科先鋒!   瀏覽更多HK10X故事： www.hk10x.com  #HK10X創科先鋒 #HK10X #創科精神 #HKSTP  —  Do you have what it takes to be a pioneer: to see opportunities where others see challenges and change the world?   Come see, hear and feel the HK10X mindset—the determination for innovation that fuels and amplifies our pioneers’ successes. Ignite YOUR pioneering spirit today and become the next pioneer!  Read more HK10X stories: www.hk10x.com  #HK10XPioneers #HK10X #PioneeringSpirit #HKSTP";"208947112492576_3387113921342530";"";"";""
"1";"75";"1";"208947112492576_3387073388013250";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"";"208947112492576_3387073388013250";"";"";""
"1";"76";"1";"208947112492576_3384620068258582";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"敬請準時登入本週五下午3點(HKT) 的「投資 x 企業創新論壇」現場直播，獲取業界和專家的提示，挖掘各種創科機會，一同探索亞洲的投資環境!   立即登記：https://stp.hk/3dXugqY 了解詳情：https://stp.hk/32qimkO  #電梯募投 #60秒 #投資 #投資企業創新論壇 #論壇 #企業創新 #初創 #EPiC #ElevatorPitch2020";"208947112492576_3384620068258582";"";"";""
"1";"77";"1";"208947112492576_3384056784981577";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"今日時勢，還有什麼創科機遇？  只要敢想敢做，總有辦法在疫情衍生的新常態下，發現前所未有的機會。  參加星期五在網上舉行的「投資 x 企業創新論壇」，就可以從業界和專家的提示中，挖掘各種創科機會。今年「電梯募投比賽2020 (EPiC)」精彩活動延續一整週，壓軸的論壇歡迎身處全球任何角落的創科人士無距離無障礙地登入參加。  論壇上，機構和投資專家分會享如何找尋疫情帶來的企業創新機遇。還有熟悉大灣區發展的專家講解進入大灣區發展的秘訣和機遇，還可一同探索亞洲的投資合作環境。  抽空登入論壇，必定大有收穫！  立即登記：https://stp.hk/3dXugqY 了解詳情：https://stp.hk/32qimkO  #電梯募投 #60秒 #投資 #投資企業創新論壇 #論壇 #企業創新 #初創 #EPiC #ElevatorPitch2020";"208947112492576_3384056784981577";"";"";""
"1";"78";"1";"208947112492576_3382444791809443";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"全港最大的應用科研機構  ASTRI 香港應用科技研究院 ，亦是科學園重要的園區公司之一，即將於明天11月11日舉行20週年網上論壇「The Impact Conference 2020」！匯聚重量級嘉賓、商業翹楚及科技界領袖一同探討以 #創科 幫助不同企業及經濟體面對的各種挑戰，為社會帶來正面影響，論壇主題包括 #5G、#金融科技、#智慧城市、 #健康科技、#智能製造、#網絡安全 及 #人才發展 等，萬勿錯過！  報名連結：https://astri-impact.scmp.com/ 日期：2020年11月11日 (星期三) 時間：9:30am-6:00pm 語言：英語";"208947112492576_3382444791809443";"";"";""
"1";"79";"1";"208947112492576_3371479886239267";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"首度網上舉行 電梯募投比賽2020 (EPiC) 今日圓滿結束  熱烈恭賀來自美國的Mi Terro 撃敗來自37個經濟體，共476間初創，勇奪冠軍及成為智慧城市組別的得獎者。我們同時亦衷心祝賀以下3個科技組別勝出者: 人工智能及機械人技術: Arctoris (來自英國) 金融科技: PearlPay (來自菲律賓) 醫療科技: RUBYnanomed (來自葡萄牙)  於全球極具挑戰的環境下，今年比賽除了移師網上進行外，亦延伸成為一周活動，希望透過其後幾天舉行的商業及投資配對活動「Global Matching」，以及在11月13 日舉行的「投資 x 企業創新論壇」，為全球初創提供更多商機，一同探索亞洲的投資環境。感謝各夥伴全力支持，令比賽圓滿結束。我們為推動創科，永不停步，竭力促進創科生態圈繼續蓬勃發展！ #電梯募投 #60秒 #投資 #企業創新 #初創 #EPiC #ElevatorPitch2020";"208947112492576_3371479886239267";"";"";""
"1";"80";"1";"208947112492576_3370955176291738";"data";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"EPiC 2020決賽現正直播中 請立即登入收看  運動員同創業家都擁有一份無畏無懼的精神，EPiC 2020最後10強即將接受最後挑戰。請即登入香港科學園社交平台收看直播。只要在直播片段給予支持 (Like & Share)，即有機會成為科學園指定貴賓。請立即行動！  #電梯募投 #60秒 #投資 #企業創新 #初創 #EPiC #ElevatorPitch2020";"208947112492576_3370955176291738";"";"";""
"1";"81";"1";"208947112492576";"offcut";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"";"";"";"";""
"1";"82";"1";"208947112492576";"headers";"fetched (200)";"2020-12-28 19:52:16.539424";"Facebook:/<page-id>/posts";"";"";"";"";"";""
"1";"83";"1";"208947112492576_393038718741624";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"有意在創科界大展拳腳，視創業為人生目標的你，一定要緊貼11月6日下午2時於香港科學園社交網上平台的「電梯募投比賽2020 (EPiC)」決賽直播，你除了可以一睹最後10強的精采演繹外，只要你在活動直播片段給予支持 (Like & Share) ，即可獲得參觀科學園創業培育中心的機會，以及獲專家指教你走初創路。名額有限，把握良機！  為創科創業之路打好基礎，分分鐘你便成為下一屆EPiC 冠軍得主！敬請準時登入，收看直播！  立即參與: https://stp.hk/3dXugqY 了解更多: https://stp.hk/3mVdCvq";"208947112492576_393038718741624";"";"";""
"1";"84";"1";"208947112492576_3370696012984321";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"EPiC 2020 決賽下午2時舉行  得獎初創即將誕生   過去5年，「電梯募投比賽2020 (EPiC)」吸引全球超過50個經濟體，超過2,500 間初創參與。今日下午2時約定你，一同見證今屆冠軍以及各科技組別得主的誕生。   有意在創科界大展拳腳，視創業為人生目標的你，一定要緊貼今日下午2時於香港科學園社交網上平台的「電梯募投比賽2020 (EPiC)」決賽直播，你除了可以一睹最後10強的精采演繹外，只要你在活動直播片段給予支持 (Like & Share) ，即可獲得參觀科學園創業培育中心的機會，以及獲專家指教你走初創路。名額有限，把握良機！   為創科創業之路打好基礎，分分鐘你便成為下一屆EPiC 冠軍得主！敬請準時登入，收看直播！  立即參與: https://stp.hk/3dXugqY 了解更多: https://stp.hk/3jTpoVa   #電梯募投 #60秒 #投資 #企業創新 #初創 #EPiC #ElevatorPitch2020";"208947112492576_3370696012984321";"";"";""
"1";"85";"1";"208947112492576_3368363073217615";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"有意在創科界大展拳腳，視創業為人生目標的你，一定要緊貼11月6日下午2時於香港科學園社交網上平台的「電梯募投比賽2020 (EPiC)」決賽直播，你除了可以一睹最後10強的精采演繹外，只要你在活動直播片段給予支持 (Like & Share) ，即可獲得參觀科學園創業培育中心的機會，以及獲專家指教你走初創路。名額有限，把握良機！  為創科創業之路打好基礎，分分鐘你便成為下一屆EPiC 冠軍得主！敬請準時登入，收看直播！  立即參與: https://stp.hk/3dXugqY 了解更多: https://stp.hk/3mVdCvq";"208947112492576_3368363073217615";"";"";""
"1";"86";"1";"208947112492576_3368181689902420";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"創科路上不孤單 收看EPiC 2020網上直播  成為科學園指定貴賓  初創道路絕不容易，我們努力聯繫多個界別，成為「電梯募投比賽2020 (EPiC)」陣容鼎盛的支持夥伴，務求促成更多投資配對，加速創科生態圈發展。  有意在創科界大展拳腳，視創業為人生目標的你，一定要緊貼11月6日下午2時於香港科學園社交網上平台的「電梯募投比賽2020 (EPiC)」決賽直播，你除了可以一睹最後10強的精采演繹外，只要你在活動直播片段給予支持 (Like & Share) ，即可獲得參觀科學園創業培育中心的機會，以及獲專家指教你走初創路。名額有限，把握良機！  為創科創業之路打好基礎，分分鐘你便成為下一屆EPiC 冠軍得主！敬請準時登入，收看直播！  立即參與: https://stp.hk/3dXugqY 了解更多: https://stp.hk/32g5oWO  #電梯募投 #60秒 #投資 #企業創新 #初創 #EPiC #ElevatorPitch2020";"208947112492576_3368181689902420";"";"";""
"1";"87";"1";"208947112492576_3365700460150543";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"一同見證EPiC 2020 最後10強星期五終極一戰  每年入選EPiC的初創都要在60秒內向評判演繹其創新意念，一分鐘要發揮得淋漓盡致，背後卻是意味著經年累月的努力。  星期五即將進行「電梯募投比賽2020 (EPiC)」決賽，邀請各位一同支持初創，請密錯過11月6日下午2時於社交平台進行的EPiC 2020直播！  立即參與：https://stp.hk/3dXugqY  了解更多：https://stp.hk/32dlAYL   #電梯募投 #60秒 #投資 #企業創新 #初創 #EPiC #ElevatorPitch2020";"208947112492576_3365700460150543";"";"";""
"1";"88";"1";"208947112492576_3365662213487701";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"API EcoBooster演示日完滿結束 | 金融科技創新方案助你通往無限商機  API EcoBooster演示日於11月2日完滿結束! #HKSTP 很高興能夠邀請合作夥伴#HSBC，技術合作夥伴 #beNovelty 分享金融科技及銀行業發展的最新趨勢以及行業見解。經過為期6週，由 #HSBC 專業導師的深入指導後，超過20個入圍的科創公司向業界人仕展示多項針對零售和商業銀行服務的解決方案。相信被揀選的方案必定能助銀行及金融機構拓展產品範圍和為客戶提供更個人化的體驗，推動行業創新及發展。  同時亦非常感謝投資推廣署，香港銀行公會和香港銀行學會對計劃的支持。期待銀行及金融業發展新機遇，創造更好的未來！  #HKSTP #HSBC #HKSTPGAA #HKSTPinnovation #beNovelty #OpenBanking #APIecoBooster #DEMOday #演示日";"208947112492576_3365662213487701";"";"";""
"1";"89";"1";"208947112492576_3363523847034871";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"香港首個大學生風險投資案例競賽於上週末揭開序幕  近300名本地大學生於上週末參加了我們的風險投資培訓營，為香港首個大學生風險投資案例競賽揭開序幕！見到這麼多對創科和風險投資感興趣的年輕人材，實在令人鼓舞。  香港科學園投資團隊在培訓營中分享了有關香港風險投資生態圈的各種知識，以及如何撰寫專業投資備忘錄及如何評估初創企業的技巧。我們也邀請了香港科技園創投基金投資案例公司的重點人物——倍靈科技有限公司的行政總裁梁立慧博士和有光集團有限公司的首席科學家兼首席技術官林潤生博士，與學生們模擬盡職調查體驗。在此也特別鳴謝香港大專商學生聯會學生們的鼎力協助，讓活動得以圓滿成功。  風險投資案例競賽前10名的決賽入圍者將於11月21日向由資深評審員組成的投資委員會介紹他們的投資案例，敬請關注！  #案例競賽 #初創 #風險投資 #盡職調查 #人才培育 #香港科學園 #HKSTP #香港科技園創投基金";"208947112492576_3363523847034871";"";"";""
"1";"90";"1";"208947112492576_3363292307058025";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"EPiC 2020一周精彩活動 請立即報名參加  創科界年度盛事──電梯募投比賽2020由11月6日起至13日，一周多元活動於網上進行。承接過去4年成果，我們繼續全力支持初創，提供各種機遇，促成更多投資配對以及企業創新合作。由「電梯募投比賽」、「Global Matching Day」到「投資 x 企業創新論壇」，為創科生態圈提供寶貴交流互動機會。請立即行動，萬勿錯過！  立即參加: https://stp.hk/3dXugqY 了建更多: https://stp.hk/34S3IV1";"208947112492576_3363292307058025";"";"";""
"1";"91";"1";"208947112492576_3363087103745212";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"EPiC 2020 獎金更勝去年 冠軍將於星期五誕生  「電梯募投比賽2020 (EPiC)」將於本星期五隆重舉行， 各地參賽者將在4個科技組別，包括人工智能及機械人技術、金融科技、醫療科技及智慧城市比拼。想知道科技組別的得獎者，以及誰能最終從各入圍隊伍中脫穎而出成為冠軍得主，勇奪活動高達獎金高達20萬美元？切密錯過11月6日下午2時於社交平台的直播！  立即登記 https://stp.hk/3dXugqY 活動詳情:https://stp.hk/35UqScO  #電梯募投 #60秒 #投資 #企業創新 #初創 #EPiC #ElevatorPitch2020";"208947112492576_3363087103745212";"";"";""
"1";"92";"1";"208947112492576_3360811603972762";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"EPiC 2020 網上直播│有勇有謀 從容不逼  桌球的特點既講求技術，亦考究謀略，與其他追求速度和力量的運動有所不同。桌球過程相當複雜，考驗運動員的持久耐性、高度集中力、清晰的思路。創業同樣是一個要求有勇有謀的旅程，愈是遇見複雜的情況，愈是要保持冷靜的頭腦，只有從容不逼，才可提高勝算。   香港桌球手傅家俊及吳安儀將於11月6日舉行的「電梯募投比賽 (EPiC) 2020」與觀眾見面，想一睹他們如何以60秒作嶄新嘗試，請密錯過當日下午2時於FB直播！   立即登記: https://stp.hk/3dXugqY 活動詳情: https://stp.hk/31ZPUpN  #電梯募投 #60秒 #投資 #企業創新 #初創 #EPiC #ElevatorPitch2020 #吳安儀 #傅家俊";"208947112492576_3360811603972762";"";"";""
"1";"93";"1";"208947112492576_3360308897356366";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"EPiC 2020進入倒數階段 立即參與年度盛事  一年一度旗艦活動「電梯募投比賽2020 (EPiC)」今年踏入5周年，即使面對極具挑戰性的國際環境下，我們依然努力為初創及投資者提供有效平台，首次以網上形式進行一周的比賽、交流及研討活動，一方面協助本地及海外初創繼續尋找機遇，同時亦為企業夥伴創造更大價值及協同效應。   最後10強將於11月6日一決高下；參賽隊伍亦將於11月9至12日舉行的「Global Matching Day」與投資者及業界領袖單對單交流；而在11月13日舉行的「投資 x 企業創新論壇」中，亦將有重量級嘉賓一同探討亞洲初創投資機遇。比賽將於11月6日下午2時在FB進行直播，敬請密切留意！   立即參與：https://stp.hk/3dXugqY 了解更多：https://stp.hk/34Sqaxz  #電梯募投 #60秒 #投資 #企業創新 #初創 #EPiC #ElevatorPitch2020";"208947112492576_3360308897356366";"";"";""
"1";"94";"1";"208947112492576_3359955754058347";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"【API EcoBooster 演示日】– 網上直播！  開放應用程式介面 (API) 促進開放式創新，推動創科連接業界，利用行業數據為業界創造無限價值。銀行業如何藉助開放API 來推動智慧銀行發展？金融科技公司能如何為銀行及金融業開拓新商機？  今天下午三時，#香港科技園、 #滙豐、#彼樂科創 將與20+ API EcoBooster的入圍科創公司，與您線上分享金融科技及銀行業創新發展！   日期及時間：2020年11月2日 下午3:00 (GMT+8) 線上分享：推動開放銀行創新 Driving Innovation in Open Banking 公眾登記 >>> https://stp.hk/3kiKf5m   線上演示︰「零售及商業銀行」金融科技創新方案演示 業界登記 >>> https://stp.hk/3oe6g7v  (僅供銀行及金融業界參與)    支持機構︰#投資推廣署 #香港銀行公會 #香港銀行學會    #HKSTP #HSBC #HKSTPGAA #HKSTPinnovation #beNovelty #OpenBanking #APIecoBooster #DEMOday #演示日";"208947112492576_3359955754058347";"";"";""
"1";"95";"1";"208947112492576_3354888444565078";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"創科新生代  香港創科發展首重人才培育！今年全新啟動的「香港科技園創科學院」(HKSTP InnoAcademy)　為業界持續提供實踐機會，當中的「明日創科領袖培訓計劃」(TLT)八位尖子更是與園區公司攜手遴選，與我們共同踏上科研之路。想知道TLT專才的故事，即刻去片！  科技園讓你我成就創科夢：https://stp.hk/3mE4DP3  #香港科學園 #創科 #人才 #畢業生 #明日創科領袖培訓計劃 #香港科技園創科學院 #HKSTP #TLT Intact Insurance – Intact Assurance #李氏大藥廠";"208947112492576_3354888444565078";"";"";""
"1";"96";"1";"208947112492576_3352782271442362";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"EPiC 2020網上直播│勇闖難關 挑戰無極限  要成為出色的運動員，除了要面對嚴格的體能訓練，更要保持良好的心理素質，在隨時面對比賽失利時勇敢面對，為下一個挑戰重新振作。創業路上又豈能一帆風順?最重要是從失敗中學習，從挫折中成長，不被困難打倒，反而視之為磨練意志的好機會，為未來遇上更大風浪而作好準備。  香港游泳選手歐鎧淳期待於11月6日舉行的「電梯募投比賽 (EPiC) 2020」中，欣賞最後10強的初創利用60秒演繹各自的創新意念外，她亦於當日同樣以60秒與觀眾分享作為運動員的心路歷程以及對創業的看法。敬請密切留意11月6日下午2時於FB進行的活動直播！  立即參與：https://stp.hk/3dXugqY  了解更多：https://stp.hk/3oQyQwi  #電梯募投 #60秒 #投資 #企業創新 #初創 #EPiC #ElevatorPitch2020 歐鎧淳 (Stephanie Au)";"208947112492576_3352782271442362";"";"";""
"1";"97";"1";"208947112492576_3350069055047017";"data";"fetched (200)";"2020-12-28 19:52:17.358955";"Facebook:/<page-id>/posts";"";"2020 HK FinTech Week下周即將啟動  一年一度金融科技界盛事──香港金融科技周(HK Fintech Week) 2020將於11月2至6日於網上舉行。活動邀請來自全球超過350位嘉賓，透過活動中的5條直播頻道、多達100小時的討論環節與業界分享對行業趨勢的分析及展望。參加者更可透過虛擬展位 (Virtual booth) 與提供金融科技方案之企業互動交流，掌握金融科技發展最新資訊。作為推動金融科技發展的重要一員，我們亦積極參與是次活動，期望在以下環節與你見面。請踴躍參與，立即登記！https://www.fintechweek.hk/tickets  1) Hong Kong Channel分享環節 ─ 面對金融科技的急速發展以及疫情影響，作為傳統銀行以及本港創科培育基地，可以如何相互配合，促成更多金融科技之發展? 2) FinTech Studio分享環節 ─ 全球處於新常態，從事金融科技的初創如何對策及捉緊機遇? 3) 了解最新金融科技創新方案 ─ 來自香港科學園20間科技企業向你展示與監管方案、區塊鏈、支付服務、API、人工智能、大數據，投資和財富管理等相關的金融科技方案。  #金融科技 #區塊鏈 #人工智能 #大數據 #HKFintechWeek #HKSTP";"208947112492576_3350069055047017";"";"";""
